ticket_id,created_date,resolved_date,category,priority,channel,product_area,agent_id,first_response_minutes,resolution_minutes,customer_id,csat_score,is_repeat_contact,sla_breached
15167,2025-02-17 05:31:58,2025-02-18 10:18:58,Feature Request,Medium,Phone,API,AGT-014,301,1727,CUST-02418,3,0,0
15168,2025-09-15 09:01:41,2025-09-16 23:27:41,Feature Request,Medium,Portal,Mobile App,AGT-001,123,2306,CUST-06977,5,0,0
15169,2026-01-30 05:08:50,2026-02-02 06:07:50,Bug,Low,Phone,Mobile App,AGT-005,1395,4379,CUST-04973,3,0,0
15170,2025-09-27 15:07:50,2025-09-28 20:47:50,Account,High,Portal,Login,AGT-020,177,1780,CUST-01922,1,0,1
15171,2025-11-13 23:14:36,2025-11-18 20:47:36,Billing,Low,Phone,API,AGT-004,929,7053,CUST-02190,4,0,0
15172,2026-04-19 04:26:01,2026-04-20 12:00:01,Billing,Medium,Portal,API,AGT-005,656,1894,CUST-05749,2,0,1
15173,2025-12-30 05:55:16,2026-01-04 06:00:16,Account,Low,Portal,Dashboard,AGT-003,458,7205,CUST-05434,1,0,1
15174,2026-03-01 14:59:51,2026-03-07 03:12:51,Technical,Medium,Phone,Mobile App,AGT-011,315,7933,CUST-00118,3,0,1
15175,2025-03-10 20:09:02,2025-03-13 21:34:02,Technical,Low,Chat,API,AGT-016,472,4405,CUST-03399,3,0,0
15176,2025-01-04 14:46:06,2025-01-08 15:05:06,Billing,Low,Chat,Mobile App,AGT-014,1588,5779,CUST-07536,2,0,1
15177,2026-07-12 15:11:35,2026-07-17 05:40:35,Bug,Low,Phone,Mobile App,AGT-016,1450,6629,CUST-05471,3,1,1
15178,2025-08-06 16:47:53,2025-08-12 07:22:53,Technical,Low,Chat,Dashboard,AGT-020,951,8075,CUST-05158,3,1,1
15179,2025-02-12 04:53:16,2025-02-16 21:11:16,Feature Request,Low,Email,Login,AGT-018,1539,6738,CUST-01689,1,1,1
15180,2026-07-19 21:13:23,2026-07-22 15:26:23,Feature Request,Low,Portal,API,AGT-019,1978,3973,CUST-05851,2,0,1
15181,2026-05-15 03:56:00,2026-05-17 22:12:00,Technical,Medium,Chat,Mobile App,AGT-015,439,3976,CUST-07870,3,0,0
15182,2025-06-16 06:42:41,2025-06-17 09:07:41,Technical,High,Phone,API,AGT-008,143,1585,CUST-03869,1,0,1
15183,2025-11-21 03:01:27,2025-11-23 09:18:27,Bug,Medium,Phone,Dashboard,AGT-002,211,3257,CUST-01010,4,0,0
15184,2026-07-12 07:06:15,2026-07-15 10:47:15,Technical,Low,Email,Login,AGT-005,1728,4541,CUST-02298,3,0,1
15185,2025-01-09 13:54:38,2025-01-10 22:24:38,Technical,Low,Chat,Mobile App,AGT-017,1128,1950,CUST-04467,4,0,0
15186,2025-09-24 10:34:15,2025-09-24 14:22:15,Feature Request,Critical,Chat,Mobile App,AGT-010,28,228,CUST-06670,4,0,0
15187,2025-08-29 05:32:13,2025-09-01 14:47:13,Technical,Low,Phone,API,AGT-008,503,4875,CUST-00101,3,0,0
15188,2026-07-23 12:22:49,2026-07-26 03:04:49,Account,Low,Portal,API,AGT-012,1488,3762,CUST-05922,3,0,1
15189,2025-05-09 19:46:17,2025-05-10 00:29:17,Technical,Medium,Phone,Dashboard,AGT-005,273,283,CUST-03642,2,0,0
15190,2025-04-23 23:57:47,2025-04-25 13:44:47,Technical,Medium,Email,Dashboard,AGT-012,213,2267,CUST-06852,5,0,0
15191,2025-02-02 22:16:12,2025-02-06 02:20:12,Billing,Medium,Chat,API,AGT-016,443,4564,CUST-06598,2,0,1
15192,2025-03-25 03:59:54,2025-03-31 19:21:54,Technical,Low,Email,Mobile App,AGT-014,850,9562,CUST-02077,4,0,1
15193,2025-09-26 07:40:24,2025-09-29 12:28:24,Account,Medium,Phone,Dashboard,AGT-010,181,4608,CUST-01997,3,0,1
15194,2026-06-07 06:18:44,2026-06-08 06:21:44,Billing,High,Chat,Mobile App,AGT-012,319,1443,CUST-04722,1,0,1
15195,2025-06-11 15:30:37,2025-06-15 07:02:37,Account,Low,Portal,Payments,AGT-014,2064,5252,CUST-02809,3,0,1
15196,2026-01-18 12:53:53,2026-01-24 09:13:53,Feature Request,Low,Portal,Dashboard,AGT-008,960,8420,CUST-05750,1,0,1
15197,2025-09-01 19:15:20,2025-09-05 16:25:20,Feature Request,Low,Portal,Dashboard,AGT-019,1122,5590,CUST-00841,3,0,0
15198,2026-05-25 00:00:09,2026-05-25 03:43:09,Technical,Critical,Email,Mobile App,AGT-011,46,223,CUST-00921,5,0,0
15199,2025-01-04 11:08:43,2025-01-08 11:31:43,Technical,Low,Chat,Mobile App,AGT-002,1532,5783,CUST-04060,2,0,1
15200,2025-09-27 11:49:14,2025-09-28 05:09:14,Technical,High,Email,API,AGT-006,231,1040,CUST-01895,4,0,0
15201,2025-12-02 05:32:04,2025-12-03 08:26:04,Account,High,Email,API,AGT-006,125,1614,CUST-05851,2,0,1
15202,2026-02-26 21:58:29,2026-03-04 23:41:29,Bug,Low,Phone,Payments,AGT-011,851,8743,CUST-03933,4,0,1
15203,2025-01-12 19:39:49,2025-01-13 02:34:49,Technical,High,Chat,Mobile App,AGT-009,157,415,CUST-03842,3,0,0
15204,2026-01-18 20:06:58,2026-01-23 09:41:58,Account,Low,Portal,API,AGT-008,1511,6575,CUST-00892,3,0,1
15205,2025-07-24 09:41:12,2025-07-25 20:44:12,Billing,Medium,Portal,Mobile App,AGT-004,276,2103,CUST-04908,5,0,0
15206,2025-07-18 23:06:12,2025-07-19 08:09:12,Account,Medium,Portal,Dashboard,AGT-006,518,543,CUST-06908,2,0,1
15207,2025-02-13 09:36:45,2025-02-15 16:31:45,Billing,Medium,Chat,API,AGT-003,320,3295,CUST-05960,4,0,0
15208,2026-04-18 03:57:01,2026-04-22 00:17:01,Technical,Medium,Email,Dashboard,AGT-019,361,5540,CUST-07287,2,0,1
15209,2025-09-16 12:42:40,2025-09-18 19:19:40,Technical,Medium,Chat,Login,AGT-014,329,3277,CUST-01664,4,0,0
15210,2026-05-11 02:19:28,2026-05-14 21:07:28,Account,Low,Chat,API,AGT-016,829,5448,CUST-05138,2,1,0
15211,2026-05-26 14:10:44,2026-06-04 05:30:44,Bug,Low,Phone,Dashboard,AGT-009,1625,12440,CUST-05347,5,0,1
15212,2025-02-02 05:20:16,2025-02-08 14:10:16,Account,Low,Chat,Login,AGT-013,166,9170,CUST-05274,2,0,1
15213,2026-01-20 21:28:16,2026-01-25 08:45:16,Technical,Medium,Portal,Login,AGT-003,789,6437,CUST-03142,5,1,1
15214,2025-05-30 16:11:22,2025-06-02 11:47:22,Bug,Low,Portal,API,AGT-005,2470,4056,CUST-07586,2,0,1
15215,2025-11-22 05:16:30,2025-11-23 15:17:30,Technical,Medium,Phone,Dashboard,AGT-018,249,2041,CUST-07356,5,0,0
15216,2025-06-18 14:47:17,2025-06-27 17:09:17,Account,Low,Email,Dashboard,AGT-007,983,13102,CUST-02262,5,0,1
15217,2025-02-12 20:02:29,2025-02-13 02:11:29,Technical,High,Email,Login,AGT-016,242,369,CUST-06665,1,1,1
15218,2025-08-07 03:58:36,2025-08-08 11:21:36,Account,Medium,Phone,Login,AGT-013,356,1883,CUST-03911,3,1,0
15219,2025-10-27 01:34:00,2025-11-02 08:41:00,Feature Request,Low,Phone,API,AGT-003,1379,9067,CUST-07763,2,0,1
15220,2025-12-25 08:34:58,2025-12-28 05:43:58,Billing,Low,Phone,Mobile App,AGT-007,685,4149,CUST-03252,4,0,0
15221,2025-05-25 14:46:56,2025-05-27 10:01:56,Account,High,Email,Payments,AGT-004,293,2595,CUST-01788,3,0,1
15222,2025-12-12 06:36:47,2025-12-13 13:51:47,Account,Low,Email,Login,AGT-008,478,1875,CUST-01516,1,0,0
15223,2026-07-24 16:35:55,2026-07-28 03:02:55,Bug,Medium,Email,Dashboard,AGT-019,443,4947,CUST-06537,4,0,1
15224,2025-08-02 20:13:25,2025-08-06 08:26:25,Technical,Low,Chat,API,AGT-005,146,5053,CUST-04301,4,0,0
15225,2025-08-29 20:24:56,2025-09-04 13:43:56,Technical,Medium,Chat,Payments,AGT-001,294,8239,CUST-04900,2,0,1
15226,2025-06-03 14:32:15,2025-06-07 06:27:15,Bug,Low,Phone,API,AGT-010,2463,5275,CUST-03977,2,0,1
15227,2025-11-02 08:01:19,2025-11-02 21:17:19,Feature Request,High,Email,Login,AGT-011,194,796,CUST-04002,3,0,0
15228,2025-03-23 18:53:15,2025-03-24 05:15:15,Bug,Medium,Chat,Login,AGT-005,612,622,CUST-04393,2,1,1
15229,2025-07-20 12:59:07,2025-07-26 10:51:07,Bug,Medium,Portal,Payments,AGT-012,168,8512,CUST-06294,2,0,1
15230,2025-01-07 04:42:19,2025-01-12 14:17:19,Feature Request,Low,Chat,Payments,AGT-010,1172,7775,CUST-07239,4,0,1
15231,2025-07-12 21:50:41,2025-07-15 10:51:41,Bug,Medium,Chat,Mobile App,AGT-018,396,3661,CUST-07070,3,0,0
15232,2025-05-02 01:28:02,2025-05-06 23:29:02,Bug,Low,Chat,API,AGT-017,1415,7081,CUST-04745,5,0,0
15233,2025-10-25 18:41:52,2025-10-26 12:27:52,Technical,High,Chat,API,AGT-015,126,1066,CUST-00480,4,0,0
15234,2026-03-27 02:19:47,2026-03-28 02:56:47,Account,Medium,Chat,Mobile App,AGT-018,646,1477,CUST-03579,4,0,1
15235,2025-04-03 17:09:54,2025-04-03 19:05:54,Billing,Critical,Phone,Login,AGT-012,63,116,CUST-01008,2,0,1
15236,2025-12-31 00:15:33,2025-12-31 08:39:33,Billing,Low,Email,API,AGT-014,494,504,CUST-03457,5,0,0
15237,2025-06-26 18:07:32,2025-07-01 18:07:32,Technical,Low,Phone,Login,AGT-009,1966,7200,CUST-04797,4,0,1
15238,2026-04-19 02:45:27,2026-04-19 15:43:27,Account,High,Portal,Login,AGT-013,155,778,CUST-05911,1,0,0
15239,2025-12-29 06:51:15,2025-12-29 10:06:15,Billing,Critical,Email,Mobile App,AGT-006,67,195,CUST-06549,2,0,1
15240,2026-01-18 05:34:43,2026-01-22 11:43:43,Technical,Medium,Chat,Payments,AGT-017,388,6129,CUST-03601,4,1,1
15241,2025-05-01 21:47:35,2025-05-04 22:19:35,Billing,Low,Chat,Payments,AGT-010,1201,4352,CUST-03133,4,0,0
15242,2025-11-22 01:14:16,2025-11-22 04:10:16,Feature Request,Critical,Phone,API,AGT-015,5,176,CUST-04289,3,1,0
15243,2025-03-13 21:03:11,2025-03-14 03:38:11,Technical,High,Portal,Dashboard,AGT-012,177,395,CUST-05219,5,0,0
15244,2026-03-09 22:58:58,2026-03-12 10:33:58,Account,Medium,Phone,Login,AGT-013,298,3575,CUST-06350,5,0,0
15245,2025-02-05 06:51:32,2025-02-06 12:55:32,Billing,Low,Chat,API,AGT-008,228,1804,CUST-06074,3,0,0
15246,2026-06-16 03:52:35,2026-06-20 21:09:35,Bug,Low,Portal,Mobile App,AGT-019,1503,6797,CUST-06104,4,0,1
15247,2026-05-21 09:41:35,2026-05-22 21:41:35,Feature Request,Medium,Email,Dashboard,AGT-001,335,2160,CUST-04153,5,0,0
15248,2025-12-18 06:02:49,2025-12-18 09:46:49,Bug,High,Portal,Dashboard,AGT-008,83,224,CUST-01788,4,1,0
15249,2025-03-31 21:16:59,2025-03-31 22:38:59,Bug,Critical,Email,Dashboard,AGT-005,35,82,CUST-06450,5,1,0
15250,2025-07-22 08:11:37,2025-07-23 02:02:37,Technical,High,Phone,API,AGT-012,124,1071,CUST-07046,5,1,0
15251,2025-06-28 17:42:16,2025-06-30 06:13:16,Bug,High,Phone,Login,AGT-019,405,2191,CUST-04937,2,1,1
15252,2026-01-26 07:16:18,2026-01-30 08:09:18,Bug,Medium,Email,Login,AGT-019,150,5813,CUST-06825,2,1,1
15253,2025-04-28 15:51:59,2025-04-29 07:20:59,Account,High,Chat,Login,AGT-016,255,929,CUST-04932,1,0,1
15254,2025-10-16 04:52:28,2025-10-23 06:43:28,Feature Request,Low,Email,Login,AGT-019,390,10191,CUST-05381,3,0,1
15255,2025-07-25 08:13:52,2025-07-25 12:36:52,Feature Request,Critical,Portal,Mobile App,AGT-009,53,263,CUST-06337,2,0,1
15256,2025-11-21 17:38:54,2025-12-01 21:49:54,Bug,Low,Portal,API,AGT-002,785,14651,CUST-00739,1,0,1
15257,2026-06-27 11:54:53,2026-07-03 14:51:53,Feature Request,Low,Email,API,AGT-017,1490,8817,CUST-05160,1,0,1
15258,2026-04-24 04:18:51,2026-04-28 16:28:51,Feature Request,Low,Phone,Dashboard,AGT-002,282,6490,CUST-06525,2,0,0
15259,2025-12-17 17:02:11,2025-12-17 23:46:11,Technical,Medium,Chat,Dashboard,AGT-008,382,404,CUST-06941,4,0,0
15260,2026-04-29 09:51:19,2026-05-02 06:24:19,Billing,Medium,Phone,Payments,AGT-010,354,4113,CUST-00912,5,0,0
15261,2025-06-15 19:06:18,2025-06-17 05:29:18,Feature Request,Medium,Email,API,AGT-009,199,2063,CUST-00580,4,0,0
15262,2025-11-19 08:11:28,2025-11-24 17:27:28,Billing,Low,Portal,Login,AGT-004,929,7756,CUST-07277,2,0,1
15263,2025-09-29 00:16:41,2025-10-01 04:32:41,Account,Medium,Portal,Login,AGT-005,224,3136,CUST-03493,5,0,0
15264,2025-09-08 16:00:43,2025-09-12 22:56:43,Account,Low,Phone,Dashboard,AGT-006,2017,6176,CUST-04474,3,0,1
15265,2026-03-15 12:10:26,2026-03-16 08:50:26,Technical,Low,Email,Mobile App,AGT-020,1218,1240,CUST-05982,4,0,0
15266,2026-04-05 09:21:33,2026-04-06 08:46:33,Bug,High,Phone,Mobile App,AGT-017,158,1405,CUST-06131,5,1,0
15267,2025-07-23 18:11:31,2025-07-25 22:23:31,Feature Request,Medium,Chat,Login,AGT-009,155,3132,CUST-00413,2,0,0
15268,2025-07-28 03:14:22,2025-08-03 01:09:22,Feature Request,Low,Chat,Mobile App,AGT-008,491,8515,CUST-05613,4,0,1
15269,2026-03-06 17:45:59,2026-03-07 22:23:59,Billing,High,Portal,Mobile App,AGT-012,167,1718,CUST-06889,2,0,1
15270,2026-07-13 20:08:21,2026-07-15 07:25:21,Bug,Medium,Email,Login,AGT-011,416,2117,CUST-07700,4,1,0
15271,2026-01-30 12:09:45,2026-01-30 17:33:45,Account,Medium,Email,Dashboard,AGT-012,314,324,CUST-03982,4,0,0
15272,2025-03-20 09:59:27,2025-03-26 05:04:27,Billing,Low,Phone,API,AGT-020,1644,8345,CUST-02440,2,0,1
15273,2025-03-05 04:55:04,2025-03-11 07:19:04,Account,Low,Email,Login,AGT-003,1414,8784,CUST-03385,1,0,1
15274,2025-02-04 00:30:29,2025-02-08 23:34:29,Billing,Low,Email,Mobile App,AGT-009,433,7144,CUST-02211,3,0,0
15275,2026-04-15 17:17:12,2026-04-19 04:32:12,Account,Low,Phone,Login,AGT-020,1789,4995,CUST-04957,2,0,1
15276,2025-02-10 18:53:46,2025-02-15 04:39:46,Bug,Low,Chat,API,AGT-007,1003,6346,CUST-06407,5,0,0
15277,2025-11-09 21:38:47,2025-11-11 21:53:47,Account,Medium,Chat,API,AGT-013,128,2895,CUST-04375,3,0,0
15278,2025-06-17 07:45:44,2025-06-20 08:48:44,Billing,Medium,Chat,Dashboard,AGT-006,250,4383,CUST-00537,3,0,1
15279,2026-07-20 04:10:28,2026-07-23 13:54:28,Feature Request,Low,Email,Login,AGT-013,1651,4904,CUST-02957,3,0,1
15280,2025-08-25 23:24:04,2025-08-31 09:51:04,Technical,Low,Portal,Payments,AGT-015,751,7827,CUST-02041,2,0,1
15281,2025-01-05 11:10:38,2025-01-10 14:14:38,Technical,Medium,Chat,Payments,AGT-019,363,7384,CUST-00808,3,1,1
15282,2026-03-17 21:04:45,2026-03-21 13:07:45,Account,Medium,Chat,Mobile App,AGT-014,426,5283,CUST-05053,1,0,1
15283,2025-07-07 14:23:57,2025-07-11 17:45:57,Billing,Medium,Phone,Login,AGT-017,529,5962,CUST-02065,2,0,1
15284,2025-01-13 17:09:31,2025-01-15 02:03:31,Feature Request,High,Chat,Payments,AGT-003,219,1974,CUST-05630,1,0,1
15285,2025-02-17 16:50:46,2025-02-22 12:06:46,Billing,Medium,Email,Dashboard,AGT-003,182,6916,CUST-05913,4,0,1
15286,2025-12-24 21:51:26,2025-12-28 03:35:26,Feature Request,Medium,Email,Mobile App,AGT-010,255,4664,CUST-02872,2,0,1
15287,2026-07-17 10:59:02,2026-07-20 06:30:02,Bug,Medium,Email,Mobile App,AGT-016,167,4051,CUST-06485,3,0,0
15288,2026-07-24 02:47:18,2026-07-25 17:41:18,Feature Request,Medium,Portal,API,AGT-013,115,2334,CUST-01152,5,1,0
15289,2025-03-24 19:28:40,2025-03-30 13:51:40,Technical,Low,Chat,Login,AGT-019,175,8303,CUST-01452,2,0,1
15290,2025-10-08 15:12:59,2025-10-10 09:11:59,Account,Low,Portal,Mobile App,AGT-018,1526,2519,CUST-06014,1,0,1
15291,2025-09-22 11:32:28,2025-09-25 08:42:28,Bug,Medium,Portal,Mobile App,AGT-002,137,4150,CUST-04933,5,0,0
15292,2025-09-02 09:12:01,2025-09-04 05:11:01,Bug,Medium,Chat,API,AGT-020,576,2639,CUST-00259,3,0,1
15293,2025-04-01 08:36:16,2025-04-01 10:03:16,Feature Request,Critical,Email,API,AGT-020,37,87,CUST-04206,2,0,0
15294,2025-08-31 22:33:53,2025-09-05 02:29:53,Bug,Low,Phone,Mobile App,AGT-014,666,5996,CUST-04891,4,1,0
15295,2025-10-11 11:08:25,2025-10-15 22:54:25,Feature Request,Low,Chat,Login,AGT-011,1026,6466,CUST-03984,4,0,0
15296,2025-10-10 08:20:05,2025-10-11 03:17:05,Account,High,Chat,Dashboard,AGT-009,220,1137,CUST-03810,4,0,0
15297,2026-02-07 12:30:14,2026-02-09 11:18:14,Feature Request,Low,Portal,Payments,AGT-010,409,2808,CUST-05063,4,0,0
15298,2025-03-20 10:55:34,2025-03-26 01:16:34,Technical,Low,Phone,Payments,AGT-018,809,8061,CUST-00576,2,0,1
15299,2026-02-15 07:29:27,2026-02-18 04:48:27,Bug,Medium,Portal,API,AGT-001,164,4159,CUST-02621,5,0,0
15300,2025-07-02 22:59:38,2025-07-05 09:05:38,Feature Request,Low,Phone,Dashboard,AGT-015,1058,3486,CUST-06514,3,0,0
15301,2025-11-16 12:33:27,2025-11-17 21:42:27,Feature Request,Low,Chat,Mobile App,AGT-019,1979,1989,CUST-06828,2,0,1
15302,2025-07-05 20:50:15,2025-07-13 09:01:15,Technical,Low,Email,Payments,AGT-001,845,10811,CUST-07757,3,0,1
15303,2025-10-14 00:27:51,2025-10-16 00:54:51,Technical,Low,Portal,Dashboard,AGT-010,947,2907,CUST-02119,4,1,0
15304,2025-09-05 03:13:49,2025-09-05 21:16:49,Account,Low,Chat,Login,AGT-012,1073,1083,CUST-03321,5,0,0
15305,2026-01-07 17:57:27,2026-01-15 11:36:27,Bug,Low,Email,Mobile App,AGT-001,1258,11139,CUST-06800,3,1,1
15306,2025-02-08 03:12:06,2025-02-10 19:28:06,Bug,Low,Chat,API,AGT-009,537,3856,CUST-06907,5,0,0
15307,2026-04-30 13:04:10,2026-05-01 18:53:10,Technical,High,Chat,API,AGT-013,47,1789,CUST-01877,2,0,1
15308,2025-11-01 02:58:53,2025-11-03 13:55:53,Feature Request,Medium,Chat,Login,AGT-009,424,3537,CUST-00459,4,1,0
15309,2026-07-10 04:58:52,2026-07-10 19:44:52,Billing,High,Portal,Login,AGT-002,202,886,CUST-03853,5,0,0
15310,2025-06-07 02:59:27,2025-06-14 20:29:27,Technical,Low,Chat,Login,AGT-004,967,11130,CUST-06434,2,0,1
15311,2025-07-04 18:17:25,2025-07-05 14:55:25,Account,High,Email,Mobile App,AGT-016,104,1238,CUST-07939,4,0,0
15312,2025-12-17 05:20:52,2025-12-20 07:05:52,Technical,Low,Phone,Dashboard,AGT-010,823,4425,CUST-00351,1,0,0
15313,2025-08-29 19:35:09,2025-09-02 04:21:09,Billing,Low,Chat,API,AGT-004,928,4846,CUST-07915,4,0,0
15314,2025-12-19 04:27:04,2025-12-19 15:22:04,Account,High,Chat,Dashboard,AGT-008,216,655,CUST-03034,5,0,0
15315,2025-04-06 09:55:52,2025-04-07 05:07:52,Bug,High,Email,Dashboard,AGT-002,167,1152,CUST-03204,5,0,0
15316,2025-01-11 09:49:44,2025-01-12 05:12:44,Billing,High,Email,Payments,AGT-005,119,1163,CUST-02114,4,0,0
15317,2025-04-01 01:21:33,2025-04-04 14:37:33,Feature Request,Low,Email,Mobile App,AGT-001,397,5116,CUST-03145,4,0,0
15318,2025-10-10 04:08:58,2025-10-14 14:33:58,Bug,Low,Chat,API,AGT-018,678,6385,CUST-02925,5,0,0
15319,2025-06-01 21:57:05,2025-06-07 06:17:05,Billing,Low,Email,Dashboard,AGT-005,1049,7700,CUST-06560,3,0,1
15320,2026-04-12 16:22:42,2026-04-18 21:31:42,Billing,Low,Email,API,AGT-012,1603,8949,CUST-03076,3,0,1
15321,2025-12-03 08:54:01,2025-12-06 01:41:01,Feature Request,Medium,Email,Mobile App,AGT-006,428,3887,CUST-04985,5,0,0
15322,2026-01-13 02:53:07,2026-01-13 15:13:07,Account,High,Chat,API,AGT-010,131,740,CUST-02811,3,0,0
15323,2026-07-22 07:06:50,2026-07-24 06:08:50,Bug,Medium,Chat,Dashboard,AGT-011,389,2822,CUST-02816,5,0,0
15324,2026-03-21 20:15:06,2026-03-24 17:32:06,Billing,Medium,Phone,Mobile App,AGT-008,365,4157,CUST-04032,5,0,0
15325,2026-04-07 07:06:19,2026-04-12 22:31:19,Feature Request,Low,Chat,Payments,AGT-003,1041,8125,CUST-04936,3,0,1
15326,2025-12-25 22:22:46,2025-12-26 02:36:46,Account,Critical,Chat,Mobile App,AGT-002,16,254,CUST-01468,3,0,1
15327,2025-05-20 13:43:09,2025-05-22 06:29:09,Bug,Medium,Phone,Mobile App,AGT-002,422,2446,CUST-07729,4,0,0
15328,2025-09-11 01:41:48,2025-09-16 21:24:48,Feature Request,Medium,Phone,Payments,AGT-003,277,8383,CUST-06196,2,0,1
15329,2026-07-28 04:19:44,2026-07-29 05:48:44,Bug,High,Email,Mobile App,AGT-013,199,1529,CUST-04270,1,0,1
15330,2026-05-29 18:51:57,2026-06-02 02:53:57,Billing,Medium,Chat,API,AGT-005,79,4802,CUST-02416,1,0,1
15331,2026-03-22 14:29:57,2026-03-25 05:22:57,Feature Request,Medium,Chat,Mobile App,AGT-009,366,3773,CUST-01342,4,0,0
15332,2026-07-04 18:29:52,2026-07-07 20:37:52,Technical,Low,Email,Login,AGT-008,1311,4448,CUST-03917,5,0,0
15333,2026-07-20 09:44:32,2026-07-22 06:43:32,Account,Low,Phone,Dashboard,AGT-014,1280,2699,CUST-07805,5,0,0
15334,2025-05-21 18:48:02,2025-05-22 14:46:02,Technical,High,Phone,Mobile App,AGT-010,138,1198,CUST-03428,5,0,0
15335,2026-01-11 04:33:47,2026-01-12 00:41:47,Billing,High,Portal,Login,AGT-012,318,1208,CUST-01780,2,0,1
15336,2025-08-09 20:22:03,2025-08-13 04:33:03,Bug,Medium,Email,Dashboard,AGT-012,404,4811,CUST-02977,2,1,1
15337,2026-04-26 11:06:02,2026-04-29 14:30:02,Account,Medium,Phone,Dashboard,AGT-001,415,4524,CUST-00934,5,1,1
15338,2026-07-04 20:03:21,2026-07-05 20:56:21,Technical,Medium,Portal,API,AGT-017,134,1493,CUST-03621,3,0,0
15339,2026-04-15 02:01:18,2026-04-15 17:41:18,Feature Request,High,Email,Login,AGT-015,161,940,CUST-04989,2,0,0
15340,2026-06-13 03:30:12,2026-06-14 13:17:12,Technical,Medium,Chat,Dashboard,AGT-001,73,2027,CUST-03484,4,0,0
15341,2025-02-21 10:52:45,2025-02-23 03:03:45,Billing,Medium,Phone,Dashboard,AGT-013,407,2411,CUST-03779,3,0,0
15342,2025-01-24 18:25:51,2025-01-26 05:31:51,Technical,High,Portal,Mobile App,AGT-006,266,2106,CUST-06542,3,0,1
15343,2025-07-03 18:16:09,2025-07-06 09:29:09,Bug,Low,Chat,API,AGT-018,1313,3793,CUST-00451,5,0,0
15344,2025-06-22 17:14:43,2025-06-24 11:19:43,Account,Medium,Chat,Login,AGT-004,229,2525,CUST-04718,5,1,0
15345,2025-01-28 09:59:06,2025-01-29 04:13:06,Feature Request,High,Chat,Mobile App,AGT-002,281,1094,CUST-01790,2,0,1
15346,2026-04-10 08:51:42,2026-04-14 19:43:42,Account,Low,Email,Dashboard,AGT-007,1418,6412,CUST-03887,4,0,0
15347,2025-08-23 02:58:10,2025-08-28 23:04:10,Technical,Low,Phone,Mobile App,AGT-009,1672,8406,CUST-07038,3,0,1
15348,2026-04-04 17:52:56,2026-04-05 02:20:56,Account,High,Email,Login,AGT-020,196,508,CUST-01726,5,0,0
15349,2025-06-08 17:44:47,2025-06-09 18:34:47,Technical,Low,Phone,API,AGT-018,1480,1490,CUST-02382,1,0,1
15350,2025-12-30 11:29:39,2026-01-03 01:56:39,Feature Request,Medium,Phone,Dashboard,AGT-002,510,5187,CUST-07054,1,1,1
15351,2026-06-15 21:35:37,2026-06-17 20:39:37,Account,Medium,Email,API,AGT-017,413,2824,CUST-04573,5,0,0
15352,2025-04-26 21:36:44,2025-04-27 09:01:44,Billing,High,Email,Login,AGT-017,225,685,CUST-06555,5,0,0
15353,2025-02-19 04:28:49,2025-02-20 16:05:49,Bug,Medium,Chat,Dashboard,AGT-004,164,2137,CUST-02137,3,0,0
15354,2025-09-30 10:24:27,2025-10-03 08:17:27,Account,Low,Email,Mobile App,AGT-019,973,4193,CUST-03505,3,1,0
15355,2026-06-16 23:49:21,2026-06-17 18:30:21,Feature Request,Medium,Portal,Mobile App,AGT-020,361,1121,CUST-07793,4,0,0
15356,2026-03-15 23:14:04,2026-03-17 15:27:04,Bug,High,Portal,Payments,AGT-005,209,2413,CUST-01573,2,0,1
15357,2025-02-16 21:59:53,2025-02-20 20:08:53,Bug,Medium,Phone,Payments,AGT-015,431,5649,CUST-07627,1,0,1
15358,2025-03-13 06:38:37,2025-03-14 17:11:37,Bug,Medium,Portal,Dashboard,AGT-007,255,2073,CUST-01512,5,0,0
15359,2025-07-21 09:01:22,2025-07-25 06:25:22,Technical,Low,Phone,Login,AGT-017,530,5604,CUST-06862,2,0,0
15360,2025-10-01 16:53:17,2025-10-02 03:57:17,Technical,Medium,Portal,Login,AGT-010,654,664,CUST-04493,3,0,1
15361,2025-05-25 16:20:37,2025-06-01 20:59:37,Feature Request,Low,Email,Payments,AGT-008,1356,10359,CUST-01623,2,0,1
15362,2025-10-19 00:28:54,2025-10-19 08:53:54,Billing,High,Phone,Login,AGT-020,66,505,CUST-06680,3,0,0
15363,2025-11-11 16:33:06,2025-11-13 19:13:06,Bug,High,Email,Mobile App,AGT-016,200,3040,CUST-07317,3,1,1
15364,2025-03-03 17:27:09,2025-03-10 06:06:09,Account,Low,Chat,Mobile App,AGT-015,2895,9399,CUST-05361,1,0,1
15365,2025-05-28 04:03:06,2025-05-30 07:03:06,Technical,Low,Portal,Mobile App,AGT-019,1263,3060,CUST-07777,5,0,0
15366,2026-04-04 21:50:03,2026-04-08 03:04:03,Feature Request,Low,Phone,Dashboard,AGT-004,1949,4634,CUST-00386,3,0,1
15367,2026-07-30 06:37:03,2026-08-06 04:43:03,Account,Low,Chat,Dashboard,AGT-007,1466,9966,CUST-07569,2,0,1
15368,2025-05-24 21:16:47,2025-05-26 08:14:47,Billing,Medium,Portal,Payments,AGT-003,379,2098,CUST-05138,5,0,0
15369,2025-03-08 17:46:58,2025-03-16 12:09:58,Technical,Low,Email,API,AGT-015,1848,11183,CUST-05729,2,0,1
